factor_name,roe_rank,roic_rank,debt_ratio_rank,revenue_growth_rank,profit_growth_rank,operating_cash_margin_rank,gross_margin_rank,fundamental_coverage,book_to_price_rank,earnings_yield_rank,quality,growth,momentum,short_reversal,volume_attention,low_volatility,liquidity,industry_momentum,roe_change_rank,roic_change_rank,debt_ratio_change_rank,revenue_growth_change_rank,profit_growth_change_rank,operating_cash_margin_change_rank,gross_margin_change_rank,fundamental_freshness_rank,benchmark_weight_rank,momentum_120_rank,volatility_60_rank,downside_volatility_60_rank,drawdown_120_rank,price_position_120_rank,volume_trend_60_rank,intraday_strength_20_rank,overnight_gap_20_rank,technology_momentum_rank,technology_growth_rank,technology_quality_rank,technology_valuation_rank,deducted_profit_growth_rank,gross_margin_yoy_rank,receivables_turnover_rank,inventory_turnover_rank,fixed_asset_turnover_rank,cash_ratio_rank,interest_debt_ratio_rank,operating_cycle_rank,staff_average_revenue_rank,staff_average_profit_rank,fcff_back_rank,deducted_profit_growth_change_rank,gross_margin_yoy_change_rank,receivables_turnover_change_rank,inventory_turnover_change_rank,fixed_asset_turnover_change_rank,cash_ratio_change_rank,interest_debt_ratio_change_rank,operating_cycle_change_rank,staff_average_revenue_change_rank,staff_average_profit_change_rank,fcff_back_change_rank
roe_rank,1.0,0.8721095546049915,0.14462540683369796,0.31002165985695196,0.3723997191291427,0.23305825174021322,0.3907025488153553,0.02730674661327945,-0.24693969362471413,0.2613480550439692,0.7458342356789317,0.374136198459914,0.056202013477905585,-0.01493519563987237,0.021985243956855544,-0.06662543551914175,0.17411536452597984,0.028906010904376566,0.33231785976867895,0.2812221541370952,0.09477230458033684,0.02292397850074261,0.071757075577548,0.0483603478157168,0.07998933336962302,-0.11123998316312259,0.2612074632748339,0.123334291755727,-0.06449998452547051,-0.03324998524696354,0.08640909944913071,0.140826780070832,0.0311606424678397,0.009738830252527681,0.05842610923770465,0.014667172686339427,0.14740843642827367,0.26819571233083306,-0.00448436703423776,0.345546764562898,0.1741090214982603,0.2022387015885995,0.05214939512255525,0.2755708706756581,0.20521044499040017,0.1733148344373942,0.07491413775628555,0.04972082269624865,0.15421391911847201,0.21417421941310325,0.05648652144159214,-0.0014196918036167904,0.10614121898562687,0.07133903336916364,0.17142492744553423,0.07832115564279134,0.06936392814515951,0.09626082070032864,0.014913259452903208,0.002704378923260242,0.15021582760812577
roic_rank,0.8721095546049915,1.0,0.3873184215851914,0.26697203523841256,0.31453307910301725,0.25842774282145803,0.4606749008452322,0.11217810654636495,-0.2898947088828764,0.1709870368901355,0.8430828255383452,0.31944859852266316,0.04372022893772241,-0.012360193551746692,0.021593055622866737,-0.13203486275731238,0.1149688246226647,0.019510435178130642,0.28811865161412653,0.30798857037687877,0.09477519194017726,0.013178353190562063,0.04285327598860967,0.060308027857924947,0.0790858597380487,-0.12131402482091458,0.16456935743643758,0.09044351472731511,-0.135298479654439,-0.11152482167685683,0.03738690607019555,0.11771985391512,0.036345708561367075,0.014691032989236697,0.03984052578765594,0.008844896423188519,0.14722173225695734,0.3092854815653754,0.0002949822028953466,0.28393292163509604,0.16794126745908997,0.1725144904863641,0.09972787259925248,0.2526499768203277,0.2965262901310764,0.39914865373796227,0.11744929803035896,0.0008680038491466809,0.09222781906073012,0.28722345750805045,0.028014621833532823,-0.006518420262108191,0.09650947158804597,0.09109134580846766,0.17448147787396406,0.07058054938305555,0.06943288628654973,0.10169013980610116,0.008025031632255208,-0.0045104544990938415,0.17264054373574933
debt_ratio_rank,0.14462540683369796,0.3873184215851914,1.0,0.059684449284314184,0.03075772710722418,0.11998245870529906,0.4329487181464024,0.55558510473117,-0.33603653840958986,-0.2629772031688601,0.5899168635313332,0.055348821449600696,-0.011649749741784293,0.004006433383355464,0.007735043816003243,-0.24656048229788827,-0.025129866335023766,-0.016767744210810724,-0.0004763480168672334,0.014253618816579593,0.08948478786736237,-0.011032157548911273,-0.04480877337565947,0.04443037445935606,-0.006154145364696809,-0.15672236572682596,-0.14369353010802327,-0.020634628826643766,-0.2652516195798974,-0.26991025610519914,-0.11463354708213219,0.020044838237666205,0.02158066844317965,-0.002818794620625634,0.01240571245167121,-0.015416167447718333,0.0010708782866404045,0.19086324285789422,-0.02627222832560841,0.01793600925552261,0.009335408906550727,-0.03948413487036146,0.028431947169068623,0.000566711493368336,0.5553438048920499,0.7605494370920535,0.03290930997442943,-0.11231393537122814,-0.07170208932729648,0.19685717001356395,-0.035114578217791174,-0.021857957194986375,-0.025552842930966792,-0.0002547037100001981,0.009275368381089718,0.019809995367006714,0.052987528213283556,-0.026170787865524778,0.003992226872530795,-0.002831080396752556,0.08007572440095977
revenue_growth_rank,0.31002165985695196,0.26697203523841256,0.059684449284314184,1.0,0.5917249658877618,0.08546267292234287,0.12103342885641587,0.10923607026787518,-0.1825060121198334,-0.0027836901329890396,0.23660824851548398,0.894885881264268,0.01845465836616726,-4.491247856524778e-05,0.011341114876946246,-0.2031798193706511,0.1530302669892989,0.018978025950362545,0.17171448209496742,0.16054073357721005,-0.028438549573884683,0.27258449102520343,0.16435397204424967,0.0052571067083648235,0.03143105829839214,-0.11687854910488935,0.11033729828649899,0.09565090408949005,-0.22719374513176205,-0.20747027896265277,-0.03749278618250294,0.08519229009745524,0.011210155939839348,0.0004445545988544274,0.03558723270881883,0.003384984037594202,0.2920510576169596,0.05358333762329056,-0.051063557708819304,0.6161343866998585,0.08729670006929385,0.031813014823400314,-0.0020642482497201433,0.15435794454988708,0.03960941455461875,0.07131894429865929,0.008349608499519797,0.022323952840566753,0.03239147953106538,-0.017298942031166508,0.1701770855421598,0.0032206818044394764,0.0815364950846001,0.0447643025594402,0.1447502828239697,-0.023705102645022024,0.045586356876972545,0.11792181577085828,0.010496161523516529,0.000601050089232288,0.03354958444682497
profit_growth_rank,0.3723997191291427,0.31453307910301725,0.03075772710722418,0.5917249658877618,1.0,0.12726106386982178,0.12399610967479739,0.07087150797199637,-0.10306379174893102,0.12002557173166623,0.2761457683046199,0.8819788413182137,0.04214363814558591,-0.009527606335477641,0.012147565407190036,-0.13691154188724888,0.1424024979755691,0.031142413542696704,0.26832105344017104,0.23722461990722216,0.037792926227690045,0.18861227430212305,0.36857348516688987,0.007022214553939043,0.16647545082171591,-0.07510365663129238,0.11380352842571012,0.1483154630666509,-0.15547428667538066,-0.13752012615186351,0.023893652070387093,0.11618653684388254,0.00967624566452535,0.0151657828763593,0.037081403469753894,0.008859091373711776,0.34759983794333554,0.11368082038397269,-0.00018008215441804698,0.8517125241074434,0.42061462465846317,0.050656751068837616,-0.002492620208587515,0.10706085150612173,0.026480596078323343,0.0647001704555948,0.01757847342218493,0.029637907228298906,0.044545260653944874,-0.0012142207518070914,0.295153026917397,0.10857781871833577,0.05626534636407981,0.004912582504976214,0.08984437094077323,0.04218639151249173,0.08604501475593294,0.04781348666648829,0.0070172058364905785,0.00895355455539489,0.014145802849193097
operating_cash_margin_rank,0.23305825174021322,0.25842774282145803,0.11998245870529906,0.08546267292234287,0.12726106386982178,1.0,0.2518295727542767,-0.09959403740025069,0.058222270698873445,0.17461060621613178,0.5605183322629789,0.1146943968135132,0.05173431524050989,-0.018961483363968832,0.0064660113901374985,0.04620392824392916,-0.0057530272865449015,0.021740203399012437,0.11719539576646021,0.13550652786381684,0.04105125936743438,0.020662932741022485,0.026871521117374186,0.21481591428955557,0.048427122176490756,-0.017546556120696808,0.03591645917706214,0.061956243736892,0.05106457817815609,0.06362137972216268,0.08490716725290753,0.07091742212087025,0.010001402051634134,0.03953656680872854,-0.00672871626437015,0.014796638408079635,0.010858272776418189,0.18650641208487162,0.10729621389015516,0.13953812419334063,0.08353220234717719,0.19117813519288154,0.18661127431194702,-0.23480902635484766,0.19001521076095532,0.0060065411131660406,0.20944550799706332,-0.005818506382372389,0.08400057676482102,0.10364398770030125,0.027881421308786417,-0.0022855562616707907,0.1253939857089266,0.08722224976912715,-0.05017662289342193,0.13359484574992145,0.13217686799094105,0.10680898497952337,0.004132833859555585,0.012720910640812723,0.05346579040461073
gross_margin_rank,0.3907025488153553,0.4606749008452322,0.4329487181464024,0.12103342885641587,0.12399610967479739,0.2518295727542767,1.0,0.062222868489268085,-0.3488877249531073,-0.10278037814471974,0.7061114887710378,0.13624111906339914,0.016013553707770266,-0.005424275640131718,0.01115978371500889,-0.1400509999097281,0.0658203278526392,-0.000227717071354792,0.06783613642934887,0.07293022845762506,0.08993893521369906,-0.00042362293370992764,0.011088236533380409,0.03469785761773455,0.09060894503673651,-0.1365902489240775,0.07189785164240187,0.031158768271773985,-0.15394219871479364,-0.14246316313246807,-0.03144720557465221,0.05856375744381774,0.016946475854295397,0.0004071744701902697,0.029764246497176017,-0.005791897208620308,0.04099346440697698,0.22047343364200042,-0.14349413402145028,0.12910065659950518,0.17701711174197465,-0.05020668973039858,-0.2569927499619837,0.0027175040814309066,0.4105181745238576,0.3211175482505354,-0.2634110645290691,-0.05764665544476211,0.08568905846675991,0.24201335858858186,0.012058533428133126,0.009899251261166205,-0.01651121192896709,-0.06732313018146717,0.0024113988878340775,0.01700231767817218,0.03781905161209603,-0.023577278634050628,0.008760061846312145,0.006257130584783085,0.14712591527251986
fundamental_coverage,0.02730674661327945,0.11217810654636495,0.55558510473117,0.10923607026787518,0.07087150797199637,-0.09959403740025069,0.062222868489268085,1.0,-0.3974811282383313,-0.39251461014920425,0.1807384716012848,0.10376260282942897,-0.028813877484791934,0.013667089868394908,0.0014074003566802828,-0.2228071714263003,-0.02577816885077544,-0.012289006869695033,0.01787168419736937,0.007169260161747591,-0.002406484826776559,0.030235445807193992,-0.022122928101893768,0.057259185554215504,-0.01142779300823389,-0.09150891343230766,-0.17756487296807205,-0.03397751574004571,-0.23716431235251342,-0.2414820444759467,-0.13455079078161447,-0.010628762692529409,0.01288851420479707,-0.023951172845528827,0.028816587627199308,-0.0033983129937461567,0.012904787162266158,0.0359416349277141,-0.025810591412977174,0.06168472306511082,-0.00668897377712954,0.012255837485470818,0.007573102678107177,0.09203548423463428,0.044044473664616175,0.43461498199727006,0.008439660702800384,-0.09499258329930096,-0.19591850930207846,0.0007947214147175021,-0.024687788129696776,-0.016006915379802374,0.008514741832099612,-0.006051277696455779,0.03368687929861896,-0.006730582318945057,0.037382789177478795,-0.01667425292358542,-0.003871398161727257,-0.005554137883312932,0.008782951178120038
book_to_price_rank,-0.24693969362471413,-0.2898947088828764,-0.33603653840958986,-0.1825060121198334,-0.10306379174893102,0.058222270698873445,-0.3488877249531073,-0.3974811282383313,1.0,0.805668172741183,-0.3146418927103832,-0.16546245967270828,-0.04263803200752118,0.010261913939058426,-0.0069164523149367624,0.2947542276225842,-0.15294657193415895,-0.02226872442932832,-0.047618881769511706,-0.04877353920487565,0.013184630558000109,-0.026984864644251552,-0.024323252221272868,-0.010261277036581215,-0.02030595760317143,0.16813252341588217,-0.1630435142024688,-0.09205781891950814,0.31300972261782745,0.29095141413554143,0.0700967547689902,-0.10876696081862902,-0.01978236581318571,-0.022327258016233007,-0.04755611173628363,-0.02730396341951183,-0.06875612322911409,-0.06158308989548763,0.3311542249910635,-0.08548699302079307,-0.03240885652166327,0.0883541044778859,0.16952192484920495,-0.21906381823894097,-0.17081592733320292,-0.3180029839466665,0.18674256224813884,0.05755524410320219,0.041026970478843704,-0.1284869503192239,-0.012711794332235946,-0.022062603702497595,0.029105233346280995,0.040288126376330856,-0.09454441427493272,0.025747226946047756,-0.003113965980186331,-0.001591963302143105,0.017239234184916106,0.01688069172961912,-0.07622251030105023
earnings_yield_rank,0.2613480550439692,0.1709870368901355,-0.2629772031688601,-0.0027836901329890396,0.12002557173166623,0.17461060621613178,-0.10278037814471974,-0.39251461014920425,0.805668172741183,1.0,0.08492937092098052,0.05323738487738434,-0.012263349562197145,0.0021254482783258947,0.0028518645669015725,0.2671055085384057,-0.05992195622172361,-0.003982286013053029,0.14522795774652988,0.11087956586471595,0.0652134334867774,-0.00266135916101511,0.03204382671009005,0.00911131754542568,0.02135511832579889,0.10112930820731372,-0.019522369508231222,-0.025625689109467886,0.284494448970541,0.27832840782211854,0.11264235035412656,-0.036387378665854064,-0.010150700123865432,-0.02070755312515339,-0.011973481268240231,-0.018476266304796183,0.00046835313574397744,0.0739882402874608,0.31353062872401805,0.12320521824737857,0.07223039504370533,0.19133119994572548,0.18367774155840796,-0.04360687103113722,-0.06461936874741346,-0.22005855871842622,0.2086617488243929,0.0900242411265341,0.13226144183476743,-0.008637531987369412,0.03298152062065284,-0.020374862695295908,0.08559667132849426,0.08429913230201744,-0.005386548448260747,0.07068322849185595,0.02096212249553459,0.050991570603752465,0.02105869838258986,0.017557440071855206,0.0018154662866584534
